Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-14 13:15:00-05:00,198.125,198.2,198.03,198.1,198.1,317141
2023-12-14 13:20:00-05:00,198.1,198.32,198.09,198.3165,198.3165,282629
2023-12-14 13:25:00-05:00,198.315,198.49,198.31,198.4,198.4,414002
2023-12-14 13:30:00-05:00,198.39,198.4692,198.26,198.39,198.39,302814
2023-12-14 13:35:00-05:00,198.385,198.47,198.3725,198.38,198.38,332104
2023-12-14 13:40:00-05:00,198.38,198.47,198.34,198.3999,198.3999,228880
2023-12-14 13:45:00-05:00,198.395,198.56,198.39,198.46,198.46,281727
2023-12-14 13:50:00-05:00,198.455,198.4671,198.12,198.125,198.125,378951
2023-12-14 13:55:00-05:00,198.12,198.17,197.7,197.71,197.71,394799
2023-12-14 14:00:00-05:00,197.71,197.71,197.34,197.475,197.475,460261
2023-12-14 14:05:00-05:00,197.49,197.5,197.335,197.41,197.41,275910
2023-12-14 14:10:00-05:00,197.4281,197.51,197.26,197.4299,197.4299,494496
2023-12-14 14:15:00-05:00,197.43,197.44,197.04,197.0401,197.0401,493734
2023-12-14 14:20:00-05:00,197.05,197.11,196.81,196.895,196.895,502633
2023-12-14 14:25:00-05:00,196.89,196.9,196.715,196.855,196.855,374159
2023-12-14 14:30:00-05:00,196.85,197.165,196.8,197.145,197.145,327226
2023-12-14 14:35:00-05:00,197.15,197.19,196.985,197.025,197.025,246231
2023-12-14 14:40:00-05:00,197.02,197.05,196.925,196.9328,196.9328,186826
2023-12-14 14:45:00-05:00,196.94,196.96,196.77,196.785,196.785,219653
2023-12-14 14:50:00-05:00,196.78,196.78,196.16,196.345,196.345,616428
2023-12-14 14:55:00-05:00,196.35,196.81,196.35,196.7977,196.7977,384450
2023-12-14 15:00:00-05:00,196.795,197.155,196.77,197.04,197.04,404033
2023-12-14 15:05:00-05:00,197.035,197.22,196.99,197.05,197.05,245169
2023-12-14 15:10:00-05:00,197.05,197.38,197,197.2889,197.2889,421529
2023-12-14 15:15:00-05:00,197.283,197.48,197.26,197.475,197.475,279167
2023-12-14 15:20:00-05:00,197.47,197.72,197.44,197.6829,197.6829,403485
2023-12-14 15:25:00-05:00,197.69,197.9,197.67,197.89,197.89,391428
2023-12-14 15:30:00-05:00,197.89,197.905,197.54,197.61,197.61,368747
2023-12-14 15:35:00-05:00,197.61,197.68,197.31,197.315,197.315,332417
2023-12-14 15:40:00-05:00,197.3182,197.41,197.235,197.34,197.34,299208
2023-12-14 15:45:00-05:00,197.33,197.575,197.33,197.55,197.55,292588
2023-12-14 15:50:00-05:00,197.545,197.72,197.54,197.68,197.68,290257
2023-12-14 15:55:00-05:00,197.68,197.82,197.635,197.715,197.715,366120
2023-12-14 16:00:00-05:00,197.72,197.99,197.69,197.8599,197.8599,383222
2023-12-14 16:05:00-05:00,197.855,198.02,197.79,197.88,197.88,450051
2023-12-14 16:10:00-05:00,197.88,198,197.76,197.771,197.771,417602
2023-12-14 16:15:00-05:00,197.77,197.88,197.69,197.8403,197.8403,468970
2023-12-14 16:20:00-05:00,197.845,197.92,197.7501,197.9123,197.9123,320334
2023-12-14 16:25:00-05:00,197.91,198.0799,197.88,197.9101,197.9101,453276
2023-12-14 16:30:00-05:00,197.91,198.06,197.855,197.92,197.92,502307
2023-12-14 16:35:00-05:00,197.9153,198,197.835,197.85,197.85,416823
2023-12-14 16:40:00-05:00,197.855,197.91,197.765,197.8,197.8,552265
2023-12-14 16:45:00-05:00,197.81,198.12,197.65,197.79,197.79,711568
2023-12-14 16:50:00-05:00,197.78,198.09,197.645,197.6899,197.6899,1096469
2023-12-14 16:55:00-05:00,197.68,198.16,197.56,198.11,198.11,9312411
2023-12-15 10:30:00-05:00,197.53,198.01,197.125,197.26,197.26,16829424
2023-12-15 10:35:00-05:00,197.25,197.92,197.08,197.698,197.698,714308
2023-12-15 10:40:00-05:00,197.69,198.0599,197.46,197.93,197.93,576055
2023-12-15 10:45:00-05:00,197.94,198.15,197.55,197.64,197.64,675668
2023-12-15 10:50:00-05:00,197.65,197.92,197.565,197.605,197.605,370067
2023-12-15 10:55:00-05:00,197.61,198,197.54,197.875,197.875,451045
2023-12-15 11:00:00-05:00,197.89,198.06,197.555,197.56,197.56,562860
2023-12-15 11:05:00-05:00,197.57,197.95,197.565,197.93,197.93,460495
2023-12-15 11:10:00-05:00,197.93,198.2299,197.66,198.15,198.15,685449
2023-12-15 11:15:00-05:00,198.14,198.36,198.03,198.2201,198.2201,660651
2023-12-15 11:20:00-05:00,198.225,198.3999,198.01,198.095,198.095,530471
2023-12-15 11:25:00-05:00,198.095,198.24,198.02,198.03,198.03,408380
2023-12-15 11:30:00-05:00,198.04,198.159,197.92,197.99,197.99,556111
2023-12-15 11:35:00-05:00,197.97,198.045,197.84,197.84,197.84,505193
2023-12-15 11:40:00-05:00,197.835,197.88,197.57,197.5784,197.5784,602457
2023-12-15 11:45:00-05:00,197.5799,197.675,197.42,197.675,197.675,544366
2023-12-15 11:50:00-05:00,197.675,197.8,197.61,197.755,197.755,429216
2023-12-15 11:55:00-05:00,197.76,197.8,197.63,197.677,197.677,369597
2023-12-15 12:00:00-05:00,197.68,197.74,197.55,197.6898,197.6898,334183
2023-12-15 12:05:00-05:00,197.684,197.69,197.45,197.51,197.51,428682
2023-12-15 12:10:00-05:00,197.51,197.5699,197.41,197.545,197.545,345143
2023-12-15 12:15:00-05:00,197.545,197.55,197.35,197.52,197.52,320708
2023-12-15 12:20:00-05:00,197.515,197.66,197.38,197.635,197.635,331362
2023-12-15 12:25:00-05:00,197.635,197.73,197.57,197.625,197.625,368994
2023-12-15 12:30:00-05:00,197.63,197.86,197.59,197.78,197.78,382462
2023-12-15 12:35:00-05:00,197.775,198.02,197.775,197.9375,197.9375,454889
2023-12-15 12:40:00-05:00,197.94,197.97,197.78,197.935,197.935,300307
2023-12-15 12:45:00-05:00,197.93,197.97,197.835,197.926,197.926,228052
2023-12-15 12:50:00-05:00,197.925,197.9624,197.76,197.835,197.835,262498
2023-12-15 12:55:00-05:00,197.835,197.95,197.79,197.935,197.935,226262
2023-12-15 13:00:00-05:00,197.94,197.95,197.65,197.69,197.69,277954
2023-12-15 13:05:00-05:00,197.69,197.76,197.58,197.665,197.665,243929
2023-12-15 13:10:00-05:00,197.665,197.77,197.6301,197.705,197.705,248895
2023-12-15 13:15:00-05:00,197.7,197.74,197.535,197.695,197.695,197161
2023-12-15 13:20:00-05:00,197.695,197.71,197.54,197.635,197.635,218315
2023-12-15 13:25:00-05:00,197.635,197.79,197.61,197.73,197.73,195823
2023-12-15 13:30:00-05:00,197.74,197.74,197.46,197.545,197.545,303222
2023-12-15 13:35:00-05:00,197.53,197.61,197.4588,197.505,197.505,235448
2023-12-15 13:40:00-05:00,197.5099,197.56,197.465,197.49,197.49,206644
2023-12-15 13:45:00-05:00,197.5,197.5834,197.36,197.5599,197.5599,424927
2023-12-15 13:50:00-05:00,197.55,197.57,197.39,197.41,197.41,200627
2023-12-15 13:55:00-05:00,197.41,197.4275,197.155,197.1699,197.1699,394465
2023-12-15 14:00:00-05:00,197.1612,197.3979,197.135,197.3101,197.3101,378533
2023-12-15 14:05:00-05:00,197.315,197.47,197.25,197.285,197.285,250956
2023-12-15 14:10:00-05:00,197.285,197.36,197.22,197.34,197.34,165093
2023-12-15 14:15:00-05:00,197.34,197.36,197.22,197.2347,197.2347,210159
2023-12-15 14:20:00-05:00,197.235,197.28,197.1412,197.235,197.235,239482
2023-12-15 14:25:00-05:00,197.235,197.38,197.1,197.375,197.375,300786
2023-12-15 14:30:00-05:00,197.38,197.495,197.3104,197.49,197.49,237241
2023-12-15 14:35:00-05:00,197.49,197.5301,197.34,197.41,197.41,252282
2023-12-15 14:40:00-05:00,197.395,197.43,197.02,197.26,197.26,490435
2023-12-15 14:45:00-05:00,197.26,197.56,197.24,197.555,197.555,380574
2023-12-15 14:50:00-05:00,197.56,197.6388,197.39,197.45,197.45,364041
2023-12-15 14:55:00-05:00,197.46,197.61,197.26,197.56,197.56,367718
2023-12-15 15:00:00-05:00,197.565,197.665,197.3601,197.61,197.61,233962
2023-12-15 15:05:00-05:00,197.597,197.62,197.44,197.5367,197.5367,200236
2023-12-15 15:10:00-05:00,197.54,197.66,197.47,197.4801,197.4801,277107
2023-12-15 15:15:00-05:00,197.49,197.65,197.47,197.51,197.51,240620
2023-12-15 15:20:00-05:00,197.51,197.52,197.345,197.39,197.39,195670
2023-12-15 15:25:00-05:00,197.39,197.42,197.27,197.27,197.27,192629
2023-12-15 15:30:00-05:00,197.2909,197.52,197.29,197.47,197.47,199025
2023-12-15 15:35:00-05:00,197.47,197.59,197.465,197.53,197.53,208365
2023-12-15 15:40:00-05:00,197.53,197.64,197.51,197.565,197.565,186761
2023-12-15 15:45:00-05:00,197.565,197.6,197.4891,197.505,197.505,167157
2023-12-15 15:50:00-05:00,197.51,197.545,197.395,197.43,197.43,156549
2023-12-15 15:55:00-05:00,197.42,197.55,197.28,197.4799,197.4799,322010
2023-12-15 16:00:00-05:00,197.475,197.715,197.455,197.68,197.68,297890
2023-12-15 16:05:00-05:00,197.675,197.7,197.5,197.544,197.544,216259
2023-12-15 16:10:00-05:00,197.55,197.7376,197.522,197.73,197.73,270161
2023-12-15 16:15:00-05:00,197.7356,197.9,197.7,197.885,197.885,434262
2023-12-15 16:20:00-05:00,197.89,197.95,197.85,197.895,197.895,291581
2023-12-15 16:25:00-05:00,197.9,198.09,197.9,197.99,197.99,475900
2023-12-15 16:30:00-05:00,197.994,198.04,197.92,198.015,198.015,362820
2023-12-15 16:35:00-05:00,198.01,198.09,197.92,198.055,198.055,545386
2023-12-15 16:40:00-05:00,198.055,198.08,198.01,198.025,198.025,476078
2023-12-15 16:45:00-05:00,198.03,198.2,198.01,198.05,198.05,798154
2023-12-15 16:50:00-05:00,198.0596,198.08,197.19,197.82,197.82,1737820
2023-12-15 16:55:00-05:00,197.84,197.84,197.04,197.57,197.57,41541503
2023-12-18 10:30:00-05:00,196.09,196.62,195.44,195.44,195.44,1926539
2023-12-18 10:35:00-05:00,195.445,195.78,195.19,195.2,195.2,1355730
2023-12-18 10:40:00-05:00,195.225,195.4272,194.52,194.53,194.53,1479066
2023-12-18 10:45:00-05:00,194.53,194.739,194.39,194.51,194.51,1376704
2023-12-18 10:50:00-05:00,194.51,195.11,194.41,194.8016,194.8016,1163666
2023-12-18 10:55:00-05:00,194.8,194.98,194.635,194.925,194.925,622800
2023-12-18 11:00:00-05:00,194.95,195.1,194.88,195.0717,195.0717,723145
2023-12-18 11:05:00-05:00,195.0699,195.25,194.87,194.9816,194.9816,864542
2023-12-18 11:10:00-05:00,194.98,194.9973,194.71,194.85,194.85,781919
2023-12-18 11:15:00-05:00,194.85,195.5,194.8451,195.39,195.39,768429
2023-12-18 11:20:00-05:00,195.3915,195.59,195.2005,195.525,195.525,534634
2023-12-18 11:25:00-05:00,195.525,195.53,195.225,195.365,195.365,532045
2023-12-18 11:30:00-05:00,195.36,195.525,195.31,195.395,195.395,479714
2023-12-18 11:35:00-05:00,195.391,195.4499,195.07,195.0787,195.0787,454022
2023-12-18 11:40:00-05:00,195.08,195.12,194.89,194.91,194.91,517702
2023-12-18 11:45:00-05:00,194.915,194.9279,194.62,194.825,194.825,627327
2023-12-18 11:50:00-05:00,194.81,194.98,194.67,194.9452,194.9452,418228
2023-12-18 11:55:00-05:00,194.94,195.04,194.862,194.96,194.96,414677
2023-12-18 12:00:00-05:00,194.95,194.96,194.65,194.735,194.735,365684
2023-12-18 12:05:00-05:00,194.735,194.7885,194.66,194.7,194.7,291602
2023-12-18 12:10:00-05:00,194.7,194.73,194.66,194.6973,194.6973,258726
2023-12-18 12:15:00-05:00,194.6988,195.035,194.67,194.8888,194.8888,436409
2023-12-18 12:20:00-05:00,194.8889,194.93,194.69,194.695,194.695,337906
2023-12-18 12:25:00-05:00,194.695,194.99,194.6713,194.93,194.93,297505
2023-12-18 12:30:00-05:00,194.925,194.975,194.88,194.91,194.91,280485
2023-12-18 12:35:00-05:00,194.91,194.9351,194.865,194.915,194.915,237237
2023-12-18 12:40:00-05:00,194.91,195.29,194.83,195.1,195.1,658632
2023-12-18 12:45:00-05:00,195.1,195.1,194.695,194.7379,194.7379,550428
2023-12-18 12:50:00-05:00,194.74,194.95,194.7325,194.82,194.82,307992
2023-12-18 12:55:00-05:00,194.82,194.9,194.783,194.835,194.835,221013
2023-12-18 13:00:00-05:00,194.835,194.985,194.81,194.97,194.97,204339
2023-12-18 13:05:00-05:00,194.96,195.1,194.935,195.095,195.095,326373
2023-12-18 13:10:00-05:00,195.09,195.16,195.05,195.14,195.14,173369
2023-12-18 13:15:00-05:00,195.14,195.35,195.14,195.24,195.24,352486
2023-12-18 13:20:00-05:00,195.21,195.27,195.11,195.165,195.165,240368
2023-12-18 13:25:00-05:00,195.165,195.27,195.12,195.2501,195.2501,152624
2023-12-18 13:30:00-05:00,195.25,195.28,195.155,195.255,195.255,217664
2023-12-18 13:35:00-05:00,195.26,195.35,195.18,195.335,195.335,267519
2023-12-18 13:40:00-05:00,195.33,195.46,195.3001,195.44,195.44,285040
2023-12-18 13:45:00-05:00,195.43,195.4688,195.33,195.36,195.36,233483
2023-12-18 13:50:00-05:00,195.35,195.44,195.31,195.425,195.425,204477
2023-12-18 13:55:00-05:00,195.42,195.46,195.33,195.46,195.46,185781
2023-12-18 14:00:00-05:00,195.465,195.6,195.46,195.5001,195.5001,345083
2023-12-18 14:05:00-05:00,195.5068,195.69,195.505,195.6502,195.6502,226337
2023-12-18 14:10:00-05:00,195.66,195.76,195.61,195.67,195.67,253914
2023-12-18 14:15:00-05:00,195.6714,195.79,195.64,195.775,195.775,176966
2023-12-18 14:20:00-05:00,195.7736,195.98,195.75,195.9768,195.9768,309030
2023-12-18 14:25:00-05:00,195.975,196.1633,195.955,196.145,196.145,477674
2023-12-18 14:30:00-05:00,196.15,196.23,196.08,196.18,196.18,282050
2023-12-18 14:35:00-05:00,196.1815,196.2,196.01,196.0122,196.0122,209227
2023-12-18 14:40:00-05:00,196.01,196.14,195.995,196.12,196.12,224769
2023-12-18 14:45:00-05:00,196.13,196.18,196.065,196.175,196.175,176157
2023-12-18 14:50:00-05:00,196.175,196.23,196.15,196.22,196.22,208703
2023-12-18 14:55:00-05:00,196.2153,196.23,196.123,196.2,196.2,171544
2023-12-18 15:00:00-05:00,196.205,196.22,196.01,196.085,196.085,244311
2023-12-18 15:05:00-05:00,196.09,196.16,196.03,196.1092,196.1092,228297
2023-12-18 15:10:00-05:00,196.105,196.42,196.08,196.27,196.27,423755
2023-12-18 15:15:00-05:00,196.279,196.3486,196.15,196.22,196.22,244136
2023-12-18 15:20:00-05:00,196.22,196.42,196.205,196.3962,196.3962,354344
2023-12-18 15:25:00-05:00,196.4,196.48,196.18,196.2099,196.2099,486206
2023-12-18 15:30:00-05:00,196.21,196.28,196.1,196.24,196.24,345956
2023-12-18 15:35:00-05:00,196.245,196.3277,196.14,196.32,196.32,211209
2023-12-18 15:40:00-05:00,196.328,196.345,196.21,196.26,196.26,247776
2023-12-18 15:45:00-05:00,196.26,196.29,196.175,196.22,196.22,209300
2023-12-18 15:50:00-05:00,196.22,196.27,196.12,196.16,196.16,212289
2023-12-18 15:55:00-05:00,196.155,196.33,196.15,196.25,196.25,247565
2023-12-18 16:00:00-05:00,196.26,196.42,196.16,196.41,196.41,301361
2023-12-18 16:05:00-05:00,196.415,196.45,196.28,196.3206,196.3206,241077
2023-12-18 16:10:00-05:00,196.3212,196.38,196.26,196.275,196.275,241578
2023-12-18 16:15:00-05:00,196.27,196.41,196.27,196.315,196.315,213125
2023-12-18 16:20:00-05:00,196.31,196.35,196.27,196.28,196.28,206142
2023-12-18 16:25:00-05:00,196.27,196.28,196.15,196.2,196.2,249593
2023-12-18 16:30:00-05:00,196.21,196.25,196.17,196.1842,196.1842,217919
2023-12-18 16:35:00-05:00,196.18,196.19,195.98,196,196,334091
2023-12-18 16:40:00-05:00,195.9901,196.1215,195.97,196.075,196.075,403677
2023-12-18 16:45:00-05:00,196.07,196.34,196.02,196.34,196.34,670650
2023-12-18 16:50:00-05:00,196.33,196.44,196.185,196.19,196.19,811106
2023-12-18 16:55:00-05:00,196.18,196.18,195.78,195.89,195.89,8031154
2023-12-19 10:30:00-05:00,196.16,196.59,195.98,196.54,196.54,951882
2023-12-19 10:35:00-05:00,196.55,196.6,196,196.3101,196.3101,639486
2023-12-19 10:40:00-05:00,196.312,196.655,196.12,196.46,196.46,602099
2023-12-19 10:45:00-05:00,196.47,196.5,195.89,196.0399,196.0399,539431
2023-12-19 10:50:00-05:00,196.04,196.56,195.9202,196.5342,196.5342,536673
2023-12-19 10:55:00-05:00,196.54,196.6,196.42,196.5782,196.5782,392070
2023-12-19 11:00:00-05:00,196.58,196.603,196.05,196.2076,196.2076,499115
2023-12-19 11:05:00-05:00,196.2,196.32,196.05,196.165,196.165,376445
2023-12-19 11:10:00-05:00,196.165,196.4792,196.16,196.44,196.44,433888
2023-12-19 11:15:00-05:00,196.4502,196.53,196.335,196.385,196.385,356573
2023-12-19 11:20:00-05:00,196.3889,196.54,196.33,196.41,196.41,301550
2023-12-19 11:25:00-05:00,196.415,196.57,196.38,196.54,196.54,237170
2023-12-19 11:30:00-05:00,196.55,196.825,196.54,196.775,196.775,501750
2023-12-19 11:35:00-05:00,196.7737,196.84,196.57,196.62,196.62,460034
2023-12-19 11:40:00-05:00,196.62,196.65,196.39,196.4053,196.4053,386693
2023-12-19 11:45:00-05:00,196.4,196.75,196.2775,196.7432,196.7432,389740
2023-12-19 11:50:00-05:00,196.7408,196.82,196.6814,196.7909,196.7909,309244
2023-12-19 11:55:00-05:00,196.7907,196.82,196.69,196.725,196.725,214419
2023-12-19 12:00:00-05:00,196.725,196.82,196.5,196.78,196.78,428585
2023-12-19 12:05:00-05:00,196.79,196.88,196.705,196.85,196.85,338763
2023-12-19 12:10:00-05:00,196.85,196.95,196.65,196.74,196.74,313680
2023-12-19 12:15:00-05:00,196.75,196.8231,196.64,196.67,196.67,243465
2023-12-19 12:20:00-05:00,196.6749,196.745,196.51,196.545,196.545,235424
2023-12-19 12:25:00-05:00,196.54,196.68,196.5,196.6,196.6,260301
2023-12-19 12:30:00-05:00,196.595,196.72,196.58,196.63,196.63,280368
2023-12-19 12:35:00-05:00,196.615,196.68,196.58,196.595,196.595,180062
2023-12-19 12:40:00-05:00,196.6,196.71,196.56,196.6615,196.6615,211128
2023-12-19 12:45:00-05:00,196.67,196.74,196.54,196.555,196.555,193858
2023-12-19 12:50:00-05:00,196.555,196.5674,196.255,196.3272,196.3272,339439
2023-12-19 12:55:00-05:00,196.33,196.39,196.21,196.285,196.285,266707
2023-12-19 13:00:00-05:00,196.285,196.285,195.97,196.2166,196.2166,451611
2023-12-19 13:05:00-05:00,196.215,196.35,196.175,196.23,196.23,224451
2023-12-19 13:10:00-05:00,196.2368,196.26,196.08,196.1732,196.1732,228746
2023-12-19 13:15:00-05:00,196.18,196.29,196.1275,196.23,196.23,207238
2023-12-19 13:20:00-05:00,196.24,196.33,196.2,196.31,196.31,180735
2023-12-19 13:25:00-05:00,196.315,196.3299,196.21,196.23,196.23,130465
2023-12-19 13:30:00-05:00,196.23,196.275,196.115,196.13,196.13,161603
2023-12-19 13:35:00-05:00,196.13,196.3,196.12,196.2655,196.2655,164944
2023-12-19 13:40:00-05:00,196.26,196.295,196.22,196.29,196.29,125854
2023-12-19 13:45:00-05:00,196.29,196.33,196.24,196.28,196.28,140638
2023-12-19 13:50:00-05:00,196.2887,196.31,196.23,196.245,196.245,144640
2023-12-19 13:55:00-05:00,196.24,196.29,196.22,196.25,196.25,131124
2023-12-19 14:00:00-05:00,196.245,196.31,196.07,196.1576,196.1576,230530
2023-12-19 14:05:00-05:00,196.16,196.18,195.97,195.995,195.995,257082
2023-12-19 14:10:00-05:00,195.995,196.13,195.9813,196.12,196.12,167161
2023-12-19 14:15:00-05:00,196.12,196.17,196.02,196.17,196.17,173476
2023-12-19 14:20:00-05:00,196.165,196.19,196.105,196.1711,196.1711,152248
2023-12-19 14:25:00-05:00,196.172,196.26,196.152,196.245,196.245,126093
2023-12-19 14:30:00-05:00,196.25,196.29,196.21,196.2529,196.2529,115970
2023-12-19 14:35:00-05:00,196.26,196.28,196.11,196.225,196.225,179310
2023-12-19 14:40:00-05:00,196.225,196.25,196.14,196.18,196.18,116225
2023-12-19 14:45:00-05:00,196.1891,196.2,196.1,196.13,196.13,115051
2023-12-19 14:50:00-05:00,196.13,196.18,196.07,196.071,196.071,141038
2023-12-19 14:55:00-05:00,196.075,196.12,196.01,196.085,196.085,127710
2023-12-19 15:00:00-05:00,196.09,196.15,196.0801,196.12,196.12,158029
2023-12-19 15:05:00-05:00,196.13,196.1701,196.04,196.0469,196.0469,173313
2023-12-19 15:10:00-05:00,196.045,196.12,196.0199,196.0199,196.0199,176995
2023-12-19 15:15:00-05:00,196.02,196.13,196.01,196.05,196.05,177558
2023-12-19 15:20:00-05:00,196.0485,196.08,195.99,196.0599,196.0599,193106
2023-12-19 15:25:00-05:00,196.05,196.1131,195.99,196.07,196.07,178013
2023-12-19 15:30:00-05:00,196.08,196.1099,196.015,196.0939,196.0939,156264
2023-12-19 15:35:00-05:00,196.09,196.12,196.0434,196.09,196.09,168174
2023-12-19 15:40:00-05:00,196.09,196.11,196.01,196.09,196.09,163951
2023-12-19 15:45:00-05:00,196.09,196.12,196.0614,196.08,196.08,130644
2023-12-19 15:50:00-05:00,196.085,196.1,196.045,196.055,196.055,112044
2023-12-19 15:55:00-05:00,196.06,196.12,196.06,196.095,196.095,122524
2023-12-19 16:00:00-05:00,196.1,196.125,196.0602,196.117,196.117,194245
2023-12-19 16:05:00-05:00,196.1156,196.14,195.98,196.1217,196.1217,289934
2023-12-19 16:10:00-05:00,196.125,196.3,196.105,196.2967,196.2967,250669
2023-12-19 16:15:00-05:00,196.295,196.3276,196.27,196.3125,196.3125,164125
2023-12-19 16:20:00-05:00,196.32,196.37,196.31,196.33,196.33,193414
2023-12-19 16:25:00-05:00,196.33,196.47,196.315,196.45,196.45,307566
2023-12-19 16:30:00-05:00,196.45,196.515,196.35,196.41,196.41,295733
2023-12-19 16:35:00-05:00,196.4,196.435,196.33,196.37,196.37,193724
2023-12-19 16:40:00-05:00,196.375,196.48,196.37,196.395,196.395,303275
2023-12-19 16:45:00-05:00,196.39,196.42,196.325,196.35,196.35,319718
2023-12-19 16:50:00-05:00,196.3582,196.8,196.355,196.72,196.72,888784
2023-12-19 16:55:00-05:00,196.71,196.95,196.71,196.94,196.94,9820120
2023-12-20 10:30:00-05:00,196.9,197.387,196.69,196.95,196.95,1857364
2023-12-20 10:35:00-05:00,196.94,197.25,196.89,197.215,197.215,738737
2023-12-20 10:40:00-05:00,197.21,197.59,197.2,197.565,197.565,834076
2023-12-20 10:45:00-05:00,197.5625,197.68,197.371,197.6385,197.6385,719333
2023-12-20 10:50:00-05:00,197.64,197.66,197.23,197.44,197.44,521453
2023-12-20 10:55:00-05:00,197.44,197.615,197.37,197.52,197.52,490498
2023-12-20 11:00:00-05:00,197.51,197.665,197.38,197.41,197.41,551885
2023-12-20 11:05:00-05:00,197.42,197.62,197.39,197.555,197.555,377036
2023-12-20 11:10:00-05:00,197.555,197.566,197.34,197.36,197.36,350297
2023-12-20 11:15:00-05:00,197.3501,197.44,197.23,197.41,197.41,374980
2023-12-20 11:20:00-05:00,197.4016,197.535,197.4,197.4644,197.4644,343500
2023-12-20 11:25:00-05:00,197.46,197.48,197.345,197.385,197.385,286126
2023-12-20 11:30:00-05:00,197.385,197.595,197.38,197.425,197.425,359344
2023-12-20 11:35:00-05:00,197.42,197.44,197.26,197.3313,197.3313,275946
2023-12-20 11:40:00-05:00,197.33,197.48,197.3296,197.4247,197.4247,254419
2023-12-20 11:45:00-05:00,197.42,197.5,197.3,197.395,197.395,245885
2023-12-20 11:50:00-05:00,197.4,197.44,197.335,197.3471,197.3471,214265
2023-12-20 11:55:00-05:00,197.345,197.44,197.345,197.385,197.385,293666
2023-12-20 12:00:00-05:00,197.385,197.44,197.31,197.315,197.315,382546
2023-12-20 12:05:00-05:00,197.32,197.4,197.25,197.295,197.295,265252
2023-12-20 12:10:00-05:00,197.29,197.37,197.18,197.21,197.21,287150
2023-12-20 12:15:00-05:00,197.21,197.37,197.18,197.3676,197.3676,276700
2023-12-20 12:20:00-05:00,197.3644,197.44,197.2531,197.29,197.29,255059
2023-12-20 12:25:00-05:00,197.285,197.3,197.14,197.22,197.22,262148
2023-12-20 12:30:00-05:00,197.23,197.265,197.08,197.09,197.09,271048
2023-12-20 12:35:00-05:00,197.1,197.2,197.03,197.1,197.1,267504
2023-12-20 12:40:00-05:00,197.09,197.12,197.01,197.0829,197.0829,192724
2023-12-20 12:45:00-05:00,197.08,197.245,197.07,197.2326,197.2326,205131
2023-12-20 12:50:00-05:00,197.23,197.35,197.2,197.27,197.27,247427
2023-12-20 12:55:00-05:00,197.275,197.32,197.2001,197.3037,197.3037,205934
2023-12-20 13:00:00-05:00,197.31,197.43,197.24,197.24,197.24,305500
2023-12-20 13:05:00-05:00,197.24,197.35,197.2,197.34,197.34,234514
2023-12-20 13:10:00-05:00,197.34,197.42,197.325,197.35,197.35,165786
2023-12-20 13:15:00-05:00,197.35,197.36,197.25,197.35,197.35,164547
2023-12-20 13:20:00-05:00,197.34,197.36,197.24,197.3528,197.3528,207819
2023-12-20 13:25:00-05:00,197.3578,197.44,197.34,197.35,197.35,163852
2023-12-20 13:30:00-05:00,197.3583,197.3611,197.2231,197.26,197.26,236983
2023-12-20 13:35:00-05:00,197.28,197.305,197.245,197.28,197.28,144827
2023-12-20 13:40:00-05:00,197.27,197.37,197.25,197.36,197.36,163410
2023-12-20 13:45:00-05:00,197.36,197.4,197.32,197.35,197.35,118272
2023-12-20 13:50:00-05:00,197.346,197.38,197.315,197.34,197.34,148043
2023-12-20 13:55:00-05:00,197.34,197.44,197.32,197.41,197.41,207142
2023-12-20 14:00:00-05:00,197.41,197.4275,197.32,197.4051,197.4051,190855
2023-12-20 14:05:00-05:00,197.4001,197.42,197.3288,197.33,197.33,156682
2023-12-20 14:10:00-05:00,197.335,197.45,197.335,197.3599,197.3599,176114
2023-12-20 14:15:00-05:00,197.3583,197.4483,197.35,197.41,197.41,234968
2023-12-20 14:20:00-05:00,197.41,197.4526,197.37,197.3723,197.3723,171715
2023-12-20 14:25:00-05:00,197.3754,197.45,197.37,197.4,197.4,190823
2023-12-20 14:30:00-05:00,197.41,197.57,197.4,197.565,197.565,288182
2023-12-20 14:35:00-05:00,197.565,197.57,197.325,197.345,197.345,215199
2023-12-20 14:40:00-05:00,197.34,197.42,197.235,197.27,197.27,259613
2023-12-20 14:45:00-05:00,197.26,197.33,197.23,197.3,197.3,167827
2023-12-20 14:50:00-05:00,197.3,197.33,197.25,197.2737,197.2737,211335
2023-12-20 14:55:00-05:00,197.27,197.32,197.1668,197.235,197.235,187530
2023-12-20 15:00:00-05:00,197.23,197.29,197.115,197.1434,197.1434,203908
2023-12-20 15:05:00-05:00,197.15,197.25,197.14,197.2104,197.2104,178020
2023-12-20 15:10:00-05:00,197.205,197.31,197.19,197.31,197.31,207001
2023-12-20 15:15:00-05:00,197.3059,197.34,197.235,197.25,197.25,157412
2023-12-20 15:20:00-05:00,197.245,197.29,197.17,197.17,197.17,212339
2023-12-20 15:25:00-05:00,197.165,197.245,197.14,197.185,197.185,192843
2023-12-20 15:30:00-05:00,197.19,197.235,196.97,197.03,197.03,293426
2023-12-20 15:35:00-05:00,197.03,197.1228,196.68,196.735,196.735,398017
2023-12-20 15:40:00-05:00,196.731,196.77,196.4785,196.4785,196.4785,392432
